1, 0.50
2, 0.37
3, 0.37
4, 0.31
5, 0.31
6, 0.25
7, 0.25
8, 0.25
9, 0.25
10, 0.25
11, 0.25
12, 0.25
13, 0.25
14, 0.25
15, 0.19
16, 0.19
17, 0.19
18, 0.19
19, 0.19
20, 0.19
21, 0.19
22, 0.19
23, 0.19
24, 0.19
25, 0.19
26, 0.19
27, 0.19
28, 0.19
29, 0.19
30, 0.19
31, 0.19
32, 0.19
33, 0.19
34, 0.19
35, 0.19
36, 0.19
37, 0.19
38, 0.19
39, 0.19
40, 0.19
41, 0.19
42, 0.19
43, 0.19
44, 0.19
45, 0.12
46, 0.12
47, 0.19
48, 0.19
49, 0.19
50, 0.12
51, 0.19
52, 0.19
53, 0.19
54, 0.19
55, 0.19
56, 0.19
57, 0.19
58, 0.19
59, 0.19
60, 0.19
61, 0.19
62, 0.19
63, 0.19
64, 0.19
65, 0.19
66, 0.19
67, 0.19
68, 0.19
69, 0.19
70, 0.19
71, 0.19
72, 0.19
73, 0.19
74, 0.25
75, 0.25
76, 0.25
77, 0.25
78, 0.31
79, 0.25
80, 0.25
81, 0.25
82, 0.25
83, 0.25
84, 0.25
85, 0.25
86, 0.25
87, 0.25
88, 0.25
89, 0.25
90, 0.25
91, 0.25
92, 0.31
93, 0.25
94, 0.25
95, 0.25
96, 0.25
97, 0.25
98, 0.25
99, 0.31
100, 0.25
101, 0.31
102, 0.31
103, 0.25
104, 0.31
105, 0.31
106, 0.31
107, 0.25
108, 0.31
109, 0.31
110, 0.31
111, 0.31
112, 0.31
113, 0.31
114, 0.31
115, 0.31
116, 0.31
117, 0.31
118, 0.31
119, 0.31
120, 0.31
121, 0.31
122, 0.31
123, 0.31
124, 0.31
125, 0.37
126, 0.31
127, 0.31
128, 0.31
129, 0.31
130, 0.31
131, 0.31
132, 0.37
133, 0.31
134, 0.37
135, 0.37
136, 0.31
137, 0.37
138, 0.37
139, 0.37
140, 0.31
141, 0.37
142, 0.37
143, 0.37
144, 0.37
145, 0.37
146, 0.37
147, 0.37
148, 0.37
149, 0.37
150, 0.37
151, 0.37
152, 0.37
153, 0.37
154, 0.37
155, 0.37
156, 0.37
157, 0.37
158, 0.37
159, 0.44
160, 0.37
161, 0.37
162, 0.44
163, 0.37
164, 0.37
165, 0.37
166, 0.44
167, 0.37
168, 0.37
169, 0.44
170, 0.44
171, 0.44
172, 0.44
173, 0.37
174, 0.44
175, 0.44
176, 0.44
177, 0.44
178, 0.44
179, 0.44
180, 0.44
181, 0.44
182, 0.44
183, 0.44
184, 0.44
185, 0.44
186, 0.44
187, 0.44
188, 0.44
189, 0.44
190, 0.50
191, 0.44
192, 0.44
193, 0.44
194, 0.44
195, 0.44
196, 0.50
197, 0.50
198, 0.44
199, 0.50
200, 0.44
201, 0.50
202, 0.50
203, 0.50
204, 0.50
205, 0.44
206, 0.50
207, 0.50
208, 0.50
209, 0.50
210, 0.50
211, 0.50
212, 0.50
213, 0.50
214, 0.50
215, 0.50
216, 0.50
217, 0.50
218, 0.50
219, 0.50
220, 0.56
221, 0.56
222, 0.50
223, 0.50
224, 0.50
225, 0.56
226, 0.56
227, 0.56
228, 0.56
229, 0.56
230, 0.56
231, 0.56
232, 0.56
233, 0.56
234, 0.56
235, 0.56
236, 0.56
237, 0.56
238, 0.56
239, 0.56
240, 0.56
241, 0.56
242, 0.56
243, 0.56
244, 0.56
245, 0.56
246, 0.63
247, 0.56
248, 0.56
249, 0.56
250, 0.56
251, 0.63
252, 0.63
253, 0.56
254, 0.69
255, 0.69
256, 0.69
257, 0.69
258, 0.75
259, 0.75
260, 0.75
261, 0.75
262, 0.75
263, 0.81
264, 0.81
265, 0.81
266, 0.81
267, 0.81
268, 0.81
269, 0.81
270, 0.81
271, 0.81
272, 0.88
273, 0.81
274, 0.88
275, 0.88
276, 0.88
277, 0.88
278, 0.88
279, 0.88
280, 0.88
281, 0.88
282, 0.88
283, 0.88
284, 0.88
285, 0.88
286, 0.94
287, 0.94
288, 0.94
289, 0.94
290, 0.94
291, 0.94
292, 0.94
293, 0.94
294, 0.94
295, 0.94
296, 0.94
297, 0.94
298, 1.00
299, 0.94
300, 0.94
301, 0.94
302, 1.00
303, 0.94
304, 0.94
305, 1.00
306, 1.00
307, 1.00
308, 1.00
309, 1.00
310, 1.00
311, 1.00
312, 1.00
313, 1.00
314, 1.00
315, 1.00
316, 1.00
317, 1.00
318, 1.00
319, 1.00
320, 1.00
321, 1.00
322, 1.06
323, 1.06
324, 1.00
325, 1.06
326, 1.06
327, 1.06
328, 1.06
329, 1.06
330, 1.06
331, 1.06
332, 1.06
333, 1.06
334, 1.06
335, 1.06
336, 1.06
337, 1.06
338, 1.06
339, 1.06
340, 1.06
341, 1.06
342, 1.06
343, 1.06
344, 1.06
345, 1.06
346, 1.06
347, 1.06
348, 1.06
349, 1.06
350, 1.06
351, 1.06
352, 1.12
353, 1.12
354, 1.12
355, 1.12
356, 1.12
357, 1.12
358, 1.12
359, 1.12
360, 1.12
361, 1.12
362, 1.12
363, 1.12
364, 1.12
365, 1.12
366, 1.12
367, 1.12
368, 1.12
369, 1.12
370, 1.12
371, 1.12
372, 1.12
373, 1.12
374, 1.19
375, 1.12
376, 1.12
377, 1.12
378, 1.19
379, 1.19
